GTR3 dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

Am_AcusticPlug26_1.wav Amin ['Amin', 0.46, {'A', 'C', 'E'}, 'E']
G_Classic_Jo_4.wav Gmaj ['G', 0.18, {'G', 'D', 'Ab'}, 'G']
G_Electric1_LInda_1.wav Gmaj ['D', 0.65, {'B', 'A', 'D'}, 'D']
G_Electric1_LInda_2.wav Gmaj ['D', 0.6, {'B', 'A', 'D'}, 'D']
G_Electric1_LInda_3.wav Gmaj ['Dmin', 0.6, {'B', 'A', 'F', 'D'}, 'D']
G_Electric1_LInda_4.wav Gmaj ['Gmaj', 0.29, {'B', 'G', 'Gb', 'D'}, 'D']
G_Electric2_LInda_1.wav Gmaj ['A', 0.62, {'F', 'A', 'B'}, 'A']
G_Electric2_LInda_2.wav Gmaj ['A', 0.56, {'A', 'C', 'D'}, 'A']
G_Electric2_LInda_3.wav Gmaj ['Dmin', 0.65, {'F', 'A', 'D'}, 'A']
G_Electric2_LInda_4.wav Gmaj ['A', 0.49, {'F', 'G', 'A'}, 'A']
G_AcousticGuitar_RodrigoMercador_1.wav Gmaj ['Gmaj', 0.57, {'B', 'G', 'D'}, 'B']
G_AcousticGuitar_RodrigoMercador_2.wav Gmaj ['Gmaj', 0.5, {'B', 'G', 'D'}, 'G']
G_AcousticGuitar_RodrigoMercador_3.wav Gmaj ['Gmaj', 0.55, {'B', 'G', 'D'}, 'G']
G_AcousticGuitar_RodrigoMercador_4.wav Gmaj ['Gmaj', 0.39, {'B', 'G', 'D'}, 'G']
G_AcusticPlug10_1.wav Gmaj ['B', 0.39, {'B', 'A', 'D'}, 'B']
G_AcusticPlug10_2.wav Gmaj ['B', 0.28, {'B', 'A', 'D'}, 'B']
G_AcusticPlug10_3.wav Gmaj ['B', 0.38, {'B', 'A', 'D'}, 'B']
G_AcusticPlug10_4.wav Gmaj ['A', 0.38, {'B', 'G', 'A'}, 'A']
G_AcusticPlug11_1.wav Gmaj ['B', 0.41, {'B', 'A', 'D'}, 'B']
G_AcusticPlug11_2.wav Gmaj ['B', 0.33, {'B', 'A', 'D'}, 'B']
G_AcusticPlug11_3.wav Gmaj ['B', 0.39, {'B', 'A', 'D'}, 'B']
G_AcusticPlug11_4.wav Gmaj ['A', 0.45, {'G', 'A', 'C'}, 'A']
G_AcusticPlug12_1.wav Gmaj ['A', 0.6, {'B', 'G', 'A'}, 'A']
G_AcusticPlug12_2.wav Gmaj ['B', 0.65, {'B', 'G', 'A'}, 'B']
G_AcusticPlug12_3.wav Gmaj ['A', 0.64, {'B', 'A', 'C'}, 'A']
G_AcusticPlug12_4.wav Gmaj ['A', 0.54, {'G', 'A', 'C'}, 'A']
G_AcusticPlug13_1.wav Gmaj ['Gmaj', 0.52, {'B', 'G', 'D'}, 'B']
G_AcusticPlug13_2.wav Gmaj ['Gmaj', 0.47, {'B', 'G', 'D'}, 'B']
G_AcusticPlug13_3.wav Gmaj ['Gmaj', 0.4, {'B', 'G', 'D'}, 'B']
G_AcusticPlug13_4.wav Gmaj ['G', 0.48, {'B', 'G', 'A'}, 'G']
G_AcusticPlug14_1.wav Gmaj ['Gmaj', 0.37, {'B', 'G', 'D'}, 'B']
G_AcusticPlug14_2.wav Gmaj ['Gmaj', 0.24, {'B', 'G', 'D'}, 'B']
G_AcusticPlug14_3.wav Gmaj ['Gmaj', 0.24, {'B', 'G', 'D'}, 'B']
G_AcusticPlug14_4.wav Gmaj ['G', 0.28, {'B', 'G', 'A'}, 'G']
G_AcusticPlug15_1.wav Gmaj ['Gmaj', 0.2, {'B', 'G', 'D'}, 'B']
G_AcusticPlug15_2.wav Gmaj ['Gmaj', 0.15, {'B', 'G', 'D'}, 'B']
G_AcusticPlug15_3.wav Gmaj ['Gmaj', 0.15, {'B', 'G', 'D'}, 'B']
G_AcusticPlug15_4.wav Gmaj ['G', 0.32, {'B', 'G', 'C'}, 'G']
G_AcusticPlug16_1.wav Gmaj ['Gmaj', 0.52, {'B', 'G', 'D'}, 'B']
G_AcusticPlug16_2.wav Gmaj ['Gmaj', 0.42, {'B', 'G', 'D'}, 'B']
G_AcusticPlug16_3.wav Gmaj ['Gmaj', 0.29, {'B', 'G', 'D'}, 'B']
G_AcusticPlug16_4.wav Gmaj ['G', 0.45, {'B', 'G', 'A'}, 'G']
G_AcusticPlug17_1.wav Gmaj ['Gmaj', 0.38, {'B', 'G', 'D'}, 'B']
G_AcusticPlug17_2.wav Gmaj ['Gmaj', 0.27, {'B', 'G', 'D'}, 'B']
G_AcusticPlug17_3.wav Gmaj ['Gmaj', 0.23, {'B', 'G', 'D'}, 'B']
G_AcusticPlug17_4.wav Gmaj ['G', 0.37, {'B', 'G', 'C'}, 'G']
G_AcusticPlug18_1.wav Gmaj ['Gmaj', 0.41, {'B', 'G', 'D'}, 'B']
G_AcusticPlug18_2.wav Gmaj ['Gmaj', 0.3, {'B', 'G', 'D'}, 'B']
G_AcusticPlug18_3.wav Gmaj ['Gmaj', 0.22, {'B', 'G', 'D'}, 'B']
G_AcusticPlug18_4.wav Gmaj ['G', 0.27, {'B', 'G', 'C'}, 'G']
G_AcusticPlug19_1.wav Gmaj ['Gmaj', 0.86, {'B', 'G', 'D'}, 'B']
G_AcusticPlug19_2.wav Gmaj ['Gmaj', 0.69, {'B', 'G', 'D'}, 'B']
G_AcusticPlug19_3.wav Gmaj ['Gmaj', 0.55, {'B', 'G', 'D'}, 'B']
G_AcusticPlug19_4.wav Gmaj ['G', 0.32, {'B', 'G', 'C'}, 'G']
G_AcusticPlug1_1.wav Gmaj ['B', 0.72, {'B', 'G', 'A'}, 'B']
G_AcusticPlug1_2.wav Gmaj ['Gmaj', 0.42, {'B', 'G', 'D'}, 'B']
G_AcusticPlug1_3.wav Gmaj ['B', 0.61, {'B', 'A', 'D'}, 'B']
G_AcusticPlug1_4.wav Gmaj ['A', 0.63, {'G', 'A', 'C'}, 'A']
G_AcusticPlug20_1.wav Gmaj ['Gmaj', 0.47, {'B', 'G', 'D'}, 'B']
G_AcusticPlug20_2.wav Gmaj ['Gmaj', 0.32, {'B', 'G', 'D'}, 'B']
G_AcusticPlug20_3.wav Gmaj ['Gmaj', 0.27, {'B', 'G', 'D'}, 'B']
G_AcusticPlug20_4.wav Gmaj ['Csus2', 0.37, {'G', 'C', 'D'}, 'D']
G_AcusticPlug21_1.wav Gmaj ['Gmaj', 0.4, {'B', 'G', 'D'}, 'B']
G_AcusticPlug21_2.wav Gmaj ['Gmaj', 0.32, {'B', 'G', 'D'}, 'B']
G_AcusticPlug21_3.wav Gmaj ['Gmaj', 0.25, {'B', 'G', 'D'}, 'B']
G_AcusticPlug21_4.wav Gmaj ['G', 0.29, {'B', 'G', 'A'}, 'G']
G_AcusticPlug22_1.wav Gmaj ['Gmaj', 0.48, {'B', 'G', 'D'}, 'B']
G_AcusticPlug22_2.wav Gmaj ['Gmaj', 0.42, {'B', 'G', 'D'}, 'B']
G_AcusticPlug22_3.wav Gmaj ['Gmaj', 0.28, {'B', 'G', 'D'}, 'B']
G_AcusticPlug22_4.wav Gmaj ['G', 0.4, {'B', 'G', 'A'}, 'G']
G_AcusticPlug23_1.wav Gmaj ['Gmaj', 0.45, {'B', 'G', 'D'}, 'B']
G_AcusticPlug23_2.wav Gmaj ['Gmaj', 0.32, {'B', 'G', 'D'}, 'B']
G_AcusticPlug23_3.wav Gmaj ['Gmaj', 0.25, {'B', 'G', 'D'}, 'B']
G_AcusticPlug23_4.wav Gmaj ['G', 0.25, {'B', 'G', 'A'}, 'G']
G_AcusticPlug24_1.wav Gmaj ['Gmaj', 0.56, {'B', 'G', 'D'}, 'B']
G_AcusticPlug24_2.wav Gmaj ['Gmaj', 0.53, {'B', 'G', 'D'}, 'B']
G_AcusticPlug24_3.wav Gmaj ['Gmaj', 0.35, {'B', 'G', 'D'}, 'B']
G_AcusticPlug24_4.wav Gmaj ['G', 0.24, {'B', 'G', 'C'}, 'G']
G_AcusticPlug25_1.wav Gmaj ['Gmaj', 0.5, {'B', 'G', 'D'}, 'B']
G_AcusticPlug25_2.wav Gmaj ['Gmaj', 0.4, {'B', 'G', 'D'}, 'B']
G_AcusticPlug25_3.wav Gmaj ['Gmaj', 0.27, {'B', 'G', 'D'}, 'B']
G_AcusticPlug25_4.wav Gmaj ['G', 0.23, {'B', 'G', 'C'}, 'G']
G_AcusticPlug2_1.wav Gmaj ['B', 0.59, {'B', 'G', 'A'}, 'B']
G_AcusticPlug2_2.wav Gmaj ['B', 0.39, {'B', 'A', 'D'}, 'B']
G_AcusticPlug2_3.wav Gmaj ['B', 0.6, {'B', 'A', 'D'}, 'B']
G_AcusticPlug2_4.wav Gmaj ['A', 0.66, {'G', 'A', 'C'}, 'A']
G_AcusticPlug3_1.wav Gmaj ['B', 0.69, {'B', 'A', 'D'}, 'B']
G_AcusticPlug3_2.wav Gmaj ['B', 0.41, {'B', 'A', 'D'}, 'B']
G_AcusticPlug3_3.wav Gmaj ['B', 0.57, {'B', 'A', 'D'}, 'B']
G_AcusticPlug3_4.wav Gmaj ['A', 0.53, {'G', 'A', 'C'}, 'A']
G_AcusticPlug4_1.wav Gmaj ['Gmaj', 0.58, {'B', 'G', 'D'}, 'G']
G_AcusticPlug4_2.wav Gmaj ['Gmaj', 0.92, {'B', 'G', 'D'}, '']
G_AcusticPlug4_3.wav Gmaj ['Gmaj', 0.9, {'B', 'G', 'D'}, 'D']
G_AcusticPlug4_4.wav Gmaj ['G', 0.38, {'B', 'G', 'Gb'}, 'G']
G_AcusticPlug5_1.wav Gmaj ['Gmaj', 0.48, {'B', 'G', 'D'}, 'G']
G_AcusticPlug5_2.wav Gmaj ['Gmaj', 0.88, {'B', 'G', 'D'}, 'G']
G_AcusticPlug5_3.wav Gmaj ['Gmaj', 0.91, {'B', 'G', 'D'}, 'G']
G_AcusticPlug5_4.wav Gmaj ['G', 0.31, {'B', 'G', 'Gb'}, 'G']
G_AcusticPlug6_1.wav Gmaj ['Gmaj', 0.65, {'B', 'G', 'D'}, 'B']
G_AcusticPlug6_2.wav Gmaj ['Gmaj', 0.57, {'B', 'G', 'D'}, 'B']
G_AcusticPlug6_3.wav Gmaj ['Gmaj', 0.56, {'B', 'G', 'D'}, 'B']
G_AcusticPlug6_4.wav Gmaj ['G', 0.47, {'B', 'G', 'C'}, 'G']
G_AcusticPlug7_1.wav Gmaj ['B', 0.72, {'B', 'G', 'A'}, 'B']
G_AcusticPlug7_2.wav Gmaj ['Gmaj', 0.47, {'B', 'G', 'D'}, 'B']
G_AcusticPlug7_3.wav Gmaj ['B', 0.51, {'B', 'A', 'D'}, 'B']
G_AcusticPlug7_4.wav Gmaj ['G', 0.67, {'G', 'A', 'C'}, 'G']
G_AcusticPlug8_1.wav Gmaj ['Gmaj', 0.54, {'B', 'G', 'D'}, 'B']
G_AcusticPlug8_2.wav Gmaj ['Gmaj', 0.37, {'B', 'G', 'D'}, 'B']
G_AcusticPlug8_3.wav Gmaj ['Gmaj', 0.42, {'B', 'G', 'D'}, 'B']
G_AcusticPlug8_4.wav Gmaj ['G', 0.29, {'B', 'G', 'Gb', 'A'}, 'G']
G_AcusticPlug9_1.wav Gmaj ['B', 0.65, {'B', 'Gb', 'A'}, 'B']
G_AcusticPlug9_2.wav Gmaj ['B', 0.56, {'B', 'Ab', 'A'}, 'B']
G_AcusticPlug9_3.wav Gmaj ['B', 0.61, {'B', 'Ab', 'A'}, 'B']
G_AcusticPlug9_4.wav Gmaj ['Fmaj', 0.52, {'F', 'A', 'C'}, 'A']
G_Acustic_Miguel_1.wav Gmaj ['Gmaj', 0.4, {'B', 'G', 'D'}, 'B']
G_Acustic_Miguel_2.wav Gmaj ['Gmaj', 0.16, {'B', 'G', 'D'}, 'D']
G_Acustic_Miguel_3.wav Gmaj ['Gmaj', 0.68, {'B', 'G', 'D'}, 'B']
G_Acustic_Miguel_4.wav Gmaj ['Gmaj', 0.76, {'B', 'G', 'D'}, 'G']
G_Classic2_Carolina_1.wav Gmaj ['Gmaj', 0.51, {'B', 'G', 'D'}, 'B']
G_Classic2_Carolina_2.wav Gmaj ['Gmaj', 0.68, {'B', 'G', 'D'}, 'D']
G_Classic2_Carolina_3.wav Gmaj ['Gmaj', 0.63, {'B', 'G', 'D'}, 'G']
G_Classic2_Carolina_4.wav Gmaj ['G', 0.33, {'G', 'Gb', 'Ab'}, 'G']
G_Classic3_Carolina_1.wav Gmaj ['Gmaj', 0.57, {'B', 'G', 'D'}, 'G']
G_Classic3_Carolina_2.wav Gmaj ['Gmaj', 0.25, {'B', 'G', 'D'}, 'G']
G_Classic3_Carolina_3.wav Gmaj ['Gmaj', 0.3, {'B', 'G', 'D'}, 'G']
G_Classic3_Carolina_4.wav Gmaj ['Gmaj', 0.16, {'B', 'G', 'D'}, 'G']
G_ClassicA_Miguel_1.wav Gmaj ['Gmaj', 0.28, {'B', 'G', 'D'}, 'D']
G_ClassicA_Miguel_2.wav Gmaj ['Gmaj', 0.43, {'B', 'G', 'D'}, 'B']
G_ClassicA_Miguel_3.wav Gmaj ['Gmaj', 0.39, {'B', 'G', 'D'}, 'B']
G_ClassicA_Miguel_4.wav Gmaj ['Gmaj', 0.7, {'B', 'G', 'D'}, 'D']
G_ClassicCleanGB_JO_1.wav Gmaj ['Dsus4', 0.89, {'G', 'A', 'D'}, '']
G_ClassicCleanGB_JO_2.wav Gmaj ['Dsus4', 0.41, {'G', 'A', 'D'}, 'G']
G_ClassicCleanGB_JO_3.wav Gmaj ['Dsus4', 0.61, {'G', 'A', 'D'}, 'G']
G_ClassicCleanGB_JO_4.wav Gmaj ['Dsus4', 0.74, {'G', 'A', 'D'}, 'G']
G_Classic_Jegundo_1.wav Gmaj ['Gmaj', 0.69, {'B', 'G', 'D'}, 'B']
G_Classic_Jegundo_2.wav Gmaj ['Gmaj', 0.7, {'B', 'G', 'D'}, 'G']
G_Classic_Jegundo_3.wav Gmaj ['Gmaj', 0.57, {'B', 'G', 'D'}, 'G']
G_Classic_Jegundo_4.wav Gmaj ['Gmaj', 0.54, {'B', 'G', 'D'}, 'B']
G_Classic_Miguel_1.wav Gmaj ['Gmaj', 0.35, {'B', 'G', 'D'}, 'D']
G_Classic_Miguel_2.wav Gmaj ['Gmaj', 0.44, {'B', 'G', 'D'}, 'D']
G_Classic_Miguel_3.wav Gmaj ['Gmaj', 0.46, {'B', 'G', 'D'}, 'D']
G_Classic_Miguel_4.wav Gmaj ['Gmaj', 0.62, {'B', 'G', 'D'}, 'G']
G_Classic_Simona_1.wav Gmaj ['Gmaj', 0.72, {'B', 'G', 'D'}, 'B']
G_Classic_Simona_2.wav Gmaj ['Gmaj', 0.73, {'B', 'G', 'D'}, 'B']
G_Classic_Simona_3.wav Gmaj ['Gmaj', 0.55, {'B', 'G', 'D'}, 'B']
G_Classic_Simona_4.wav Gmaj ['B', 0.3, {'B', 'G', 'Ab'}, 'B']
G_Electric_Fabi_1.wav Gmaj ['Ebaug', 0.32, {'B', 'G', 'Eb', 'D'}, 'G']
G_Electric_Fabi_2.wav Gmaj ['G', 0.71, {'B', 'G', 'F'}, 'G']
G_Electric_Fabi_3.wav Gmaj ['G', 0.77, {'B', 'G', 'F'}, 'G']
G_Electric_Fabi_4.wav Gmaj ['G', 0.39, {'B', 'G', 'F'}, 'G']
G_RetroGB_JO_1.wav Gmaj ['Dsus4', 0.15, {'G', 'A', 'D'}, 'D']
G_RetroGB_JO_2.wav Gmaj ['G', 0.37, {'G', 'Gb', 'D'}, 'G']
G_RetroGB_JO_3.wav Gmaj ['G', 0.46, {'G', 'Gb', 'D'}, 'G']
G_RetroGB_JO_4.wav Gmaj ['Dsus4', 0.19, {'G', 'A', 'D'}, 'D']
G_RockGB_JO_1.wav Gmaj ['Gmaj', 0.18, {'B', 'G', 'D'}, 'G']
G_RockGB_JO_2.wav Gmaj ['Gmaj', 0.16, {'B', 'G', 'D'}, 'D']
G_RockGB_JO_3.wav Gmaj ['Gmaj', 0.16, {'B', 'G', 'D'}, 'G']
G_RockGB_JO_4.wav Gmaj ['Gmaj', 0.28, {'B', 'G', 'D'}, 'G']
G_RootsGB_JO_1.wav Gmaj ['Dsus4', 0.15, {'B', 'G', 'A', 'D'}, 'G']
G_RootsGB_JO_2.wav Gmaj ['Gmaj', 0.15, {'B', 'G', 'D'}, 'G']
G_RootsGB_JO_3.wav Gmaj ['Dsus4', 0.14, {'B', 'G', 'A', 'D'}, 'G']
G_RootsGB_JO_4.wav Gmaj ['Gmaj', 0.15, {'B', 'G', 'D'}, 'G']
G_acousticguitar_Mari_1.wav Gmaj ['Gmaj', 0.51, {'B', 'G', 'D'}, 'G']
G_acousticguitar_Mari_2.wav Gmaj ['Gmaj', 0.37, {'B', 'G', 'D'}, 'B']
G_acousticguitar_Mari_3.wav Gmaj ['Gmaj', 0.26, {'B', 'G', 'D'}, 'G']
G_acousticguitar_Mari_4.wav Gmaj ['Dsus4', 0.11, {'G', 'A', 'D'}, 'G']
G_acousticguitar_SalomAndrade_1.wav Gmaj ['Gmaj', 0.28, {'B', 'G', 'D'}, 'B']
G_acousticguitar_SalomAndrade_2.wav Gmaj ['B', 0.27, {'B', 'A', 'D'}, 'B']
G_acousticguitar_SalomAndrade_3.wav Gmaj ['Gmaj', 0.5, {'B', 'G', 'D'}, 'B']
G_acousticguitar_SalomAndrade_4.wav Gmaj ['Gmaj', 0.39, {'B', 'G', 'D'}, 'B']
G_acusticGB_JO_1.wav Gmaj ['Gmaj', 0.65, {'B', 'G', 'D'}, 'B']
G_acusticGB_JO_2.wav Gmaj ['Gmaj', 0.65, {'B', 'G', 'D'}, 'B']
G_acusticGB_JO_3.wav Gmaj ['Gmaj', 0.5, {'B', 'G', 'D'}, 'B']
G_acusticGB_JO_4.wav Gmaj ['Gmaj', 0.41, {'B', 'G', 'D'}, 'G']
G_classical_AfonsoLemos_-01.wav Gmaj ['Gmaj', 0.77, {'B', 'G', 'D'}, '']
G_classical_AfonsoLemos_-02.wav Gmaj ['Gmaj', 0.59, {'B', 'G', 'D'}, 'B']
G_classical_AfonsoLemos_-03.wav Gmaj ['Gmaj', 0.45, {'B', 'G', 'D'}, 'B']
G_classical_AfonsoLemos_-04.wav Gmaj ['Gmaj', 0.69, {'B', 'G', 'D'}, 'B']
G_classical_henrique_1.wav Gmaj ['Gmaj', 0.19, {'B', 'G', 'D'}, 'B']
G_classical_henrique_2.wav Gmaj ['Gmaj', 0.09, {'B', 'G', 'D'}, 'B']
G_classical_henrique_3.wav Gmaj ['Gmaj', 0.42, {'B', 'G', 'D'}, 'B']
G_classical_henrique_4.wav Gmaj ['Gmaj', 0.1, {'B', 'G', 'D'}, 'B']
G_electric_Isabel_1.wav Gmaj ['Gmaj', 0.51, {'B', 'G', 'D'}, 'B']
G_electric_Isabel_2.wav Gmaj ['Gmaj', 0.81, {'B', 'G', 'D'}, 'B']
G_electric_Isabel_3.wav Gmaj ['Gmaj', 0.77, {'B', 'G', 'D'}, 'B']
G_electric_Isabel_4.wav Gmaj ['B', 0.32, {'B', 'G', 'Gb'}, 'B']
G_eletricguitar_Mari_1.wav Gmaj ['Gmaj', 0.3, {'B', 'G', 'D'}, 'G']
G_eletricguitar_Mari_2.wav Gmaj ['Gmaj', 0.94, {'B', 'G', 'D'}, 'D']
G_eletricguitar_Mari_3.wav Gmaj ['Gmaj', 0.55, {'B', 'G', 'D'}, 'G']
G_eletricguitar_Mari_4.wav Gmaj ['Gmaj', 0.61, {'B', 'G', 'D'}, 'D']

Completed
Total chords checked: 1760
Correct: 1053 (59.83%)
Incorrect: 707 (40.17%)
Incorrect but correct root: 238 (33.66%)
Incorrect but correct strong note: 275 (38.90%)
Incorrect but root a perfect fifth apart: 189 (26.73%)
Incorrect but relative major/minor: 6 (0.85%)

Top 10 most common mistakes:
Cmaj → C: 43
Emin → B: 43
Bdim → B: 36
Bdim → Abdim: 34
Bdim → Fdim: 29
Fmaj → Csus4: 29
Gmaj → G: 29
Amin → Esus4: 28
Bdim → Ddim: 28
Dmin → Dsus2: 23

Per-class accuracy:
Amin: 51.36% (113/220)
Bbmaj: 81.82% (180/220)
Bdim: 20.00% (44/220)
Cmaj: 65.91% (145/220)
Dmin: 66.36% (146/220)
Emin: 51.82% (114/220)
Fmaj: 77.27% (170/220)
Gmaj: 64.09% (141/220)
