aPTD dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_4_Gn_n_m_04.wav Gmin ['Gmin', 0.31, {'G', 'D', 'Bb'}, 'D']
piano_4_Cn_n_f_41.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_f_98.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_5_Cn_n_f_73.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_58.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_67.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_f_96.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_64.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_70.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_82.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_p_88.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_51.wav Cmin ['Cmin', 0.31, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_45.wav Cmin ['Cmin', 0.24, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_79.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_92.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_86.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_77.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_63.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_82.wav Cmin ['C', 0.52, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_96.wav Cmin ['C', 0.35, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_41.wav Cmin ['C', 0.26, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_55.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_69.wav Cmin ['C', 0.41, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_m_91.wav Cmin ['Cmin', 0.45, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_48.wav Cmin ['Cmin', 0.33, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_85.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_74.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_86.wav Cmin ['Eb', 0.28, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_92.wav Cmin ['Bb', 0.74, {'C', 'Eb', 'Bb'}, 'Bb']
piano_4_Cn_n_m_60.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_52.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_79.wav Cmin ['Eb', 0.58, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_46.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_45.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_51.wav Cmin ['Eb', 0.74, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_50.wav Cmin ['Eb', 0.73, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_44.wav Cmin ['Eb', 0.61, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_47.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_53.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_78.wav Cmin ['Eb', 0.59, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_93.wav Cmin ['Eb', 0.4, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_61.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_75.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_87.wav Cmin ['Eb', 0.72, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_84.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_49.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_90.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_68.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_54.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_40.wav Cmin ['', 0.46, {'C', 'Eb', 'Bb'}, '']
Failed to process piano_3_Cn_n_p_40.wav: string index out of range
piano_3_Cn_n_p_97.wav Cmin ['Eb', 0.49, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_83.wav Cmin ['C', 0.43, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_p_62.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_76.wav Cmin ['Cmin', 0.67, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_87.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_93.wav Cmin ['Cmin', 0.37, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_78.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, '']
piano_4_Cn_n_p_44.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_50.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_89.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_71.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_83.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_97.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_3_Cn_n_m_65.wav Cmin ['Eb', 0.63, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_66.wav Cmin ['Cmin', 0.4, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_72.wav Cmin ['Cmin', 0.41, {'G', 'C', 'Eb'}, '']
piano_3_Cn_n_m_59.wav Cmin ['Eb', 0.62, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_99.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_f_40.wav Cmin ['Eb', 0.34, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_54.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_68.wav Cmin ['C', 0.36, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_98.wav Cmin ['Eb', 0.66, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_42.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_4_Cn_n_f_56.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_5_Cn_n_f_64.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_70.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_58.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_f_81.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_3_Cn_n_m_73.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_67.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_95.wav Cmin ['C', 0.34, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_p_46.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_52.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_85.wav Cmin ['Cmin', 0.24, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_91.wav Cmin ['Cmin', 0.31, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_48.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_60.wav Cmin ['Cmin', 0.69, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_74.wav Cmin ['Cmin', 0.65, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_95.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_81.wav Cmin ['C', 0.26, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_56.wav Cmin ['C', 0.35, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_42.wav Cmin ['C', 0.52, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_m_86.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_92.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_63.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_91.wav Cmin ['Eb', 0.74, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_85.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_77.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_45.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_88.wav Cmin ['Cmin', 0.33, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_51.wav Cmin ['Cmin', 0.45, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_79.wav Cmin ['Cmin', 0.47, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_52.wav Cmin ['Bb', 0.74, {'C', 'Eb', 'Bb'}, 'Bb']
piano_3_Cn_n_f_46.wav Cmin ['Eb', 0.28, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_f_47.wav Cmin ['Eb', 0.72, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_78.wav Cmin ['Cmin', 0.53, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_53.wav Cmin ['Eb', 0.4, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_50.wav Cmin ['Cmin', 0.5, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_m_89.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_44.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_84.wav Cmin ['Eb', 0.61, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_76.wav Cmin ['Eb', 0.33, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_m_62.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_f_90.wav Cmin ['Eb', 0.73, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_m_93.wav Cmin ['Cmin', 0.48, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_m_87.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_43.wav Cmin ['C', 0.43, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Cn_n_p_57.wav Cmin ['Eb', 0.49, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_p_80.wav Cmin ['', 0.46, {'C', 'Eb', 'Bb'}, '']
Failed to process piano_3_Cn_n_p_80.wav: string index out of range
piano_3_Cn_n_p_94.wav Cmin ['C', 0.44, {'C', 'Eb', 'Bb'}, 'C']
piano_5_Cn_n_p_75.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_61.wav Cmin ['Cmin', 0.67, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_49.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_90.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_84.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_53.wav Cmin ['Cmin', 0.37, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_p_47.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'C']
piano_3_Cn_n_m_66.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_94.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_80.wav Cmin ['Eb', 0.34, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_f_59.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_m_72.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_71.wav Cmin ['Cmin', 0.43, {'G', 'C', 'Eb'}, '']
piano_5_Cn_n_f_65.wav Cmin ['Cmin', 0.42, {'G', 'C', 'Eb'}, 'G']
piano_4_Cn_n_f_57.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_4_Cn_n_f_43.wav Cmin ['C', 0.37, {'C', 'Eb', 'D'}, 'C']
piano_3_Cn_n_m_99.wav Cmin ['Eb', 0.62, {'C', 'Eb', 'Bb'}, 'Eb']
piano_3_Cn_n_m_94.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_4_Cn_n_f_66.wav Cmin ['C', 0.33, {'C', 'Eb', 'D'}, 'C']
piano_4_Cn_n_f_72.wav Cmin ['Eb', 0.36, {'C', 'Eb', 'D'}, 'Eb']
piano_3_Cn_n_m_80.wav Cmin ['Eb', 0.68, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_83.wav Cmin ['Cmin', 0.38, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_f_97.wav Cmin ['Cmin', 0.44, {'G', 'C', 'Eb'}, 'G']
piano_3_Cn_n_m_57.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_68.wav Cmin ['Cmin', 0.49, {'G', 'C', 'Eb'}, 'G']
piano_3_Cn_n_m_43.wav Cmin ['Eb', 0.65, {'C', 'Eb', 'Bb'}, 'Eb']
piano_5_Cn_n_f_40.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_f_99.wav Cmin ['Eb', 0.35, {'C', 'Eb', 'D'}, 'Eb']
piano_5_Cn_n_f_54.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_87.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_93.wav Cmin ['Cmin', 0.64, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_62.wav Cmin ['Cmin', 0.39, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_76.wav Cmin ['Cmin', 0.36, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_44.wav Cmin ['Cmin', 0.65, {'G', 'C', 'Eb'}, 'Eb']
piano_4_Cn_n_p_89.wav Cmin ['Cmin', 0.35, {'G', 'C', 'Eb'}, 'C']
piano_5_Cn_n_p_50.wav Cmin ['Cmin', 0.69, {'G', 'C', 'Eb'}, 'Eb']
piano_5_Cn_n_p_78.wav Cmin ['Cmin', 0.62, {'G', 'C', 'Eb'}, 'Eb']
piano_3_Cn_n_p_99.wav Cmin ['C', 0.41, {'C', 'Eb', 'Bb'}, 'C']
piano_3_Df_j_p_99.wav Dbmaj ['Dbmaj', 0.38, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_m_75.wav Dbmaj ['Dbmaj', 0.37, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_61.wav Dbmaj ['Dbmaj', 0.37, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_90.wav Dbmaj ['Dbmaj', 0.53, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_49.wav Dbmaj ['Dbmaj', 0.34, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_62.wav Dbmaj ['Db', 0.7, {'F', 'C', 'Db'}, 'Db']
piano_3_Df_j_f_76.wav Dbmaj ['Dbmaj', 0.83, {'F', 'Ab', 'Db'}, 'Db']
piano_4_Df_j_m_84.wav Dbmaj ['Dbmaj', 0.56, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_89.wav Dbmaj ['Dbmaj', 0.61, {'F', 'Ab', 'Db'}, 'Db']
piano_4_Df_j_m_53.wav Dbmaj ['Dbmaj', 0.73, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_47.wav Dbmaj ['Dbmaj', 0.55, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_46.wav Dbmaj ['Dbmaj', 0.55, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_52.wav Dbmaj ['Dbmaj', 0.72, {'F', 'Ab', 'Db'}, 'Db']
piano_3_Df_j_f_88.wav Dbmaj ['Db', 0.56, {'F', 'C', 'Db'}, 'Db']
piano_3_Df_j_f_77.wav Dbmaj ['Db', 0.56, {'F', 'C', 'Db'}, 'Db']
piano_4_Df_j_m_85.wav Dbmaj ['Dbmaj', 0.42, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_48.wav Dbmaj ['Dbmaj', 0.39, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_91.wav Dbmaj ['Dbmaj', 0.21, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_63.wav Dbmaj ['Dbmaj', 0.48, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_m_60.wav Dbmaj ['Dbmaj', 0.41, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_74.wav Dbmaj ['Dbmaj', 0.37, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_p_98.wav Dbmaj ['Dbmaj', 0.61, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_p_73.wav Dbmaj ['Dbmaj', 0.68, {'F', 'Ab', 'Db'}, 'Db']
piano_3_Df_j_p_67.wav Dbmaj ['Dbmaj', 0.48, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_p_86.wav Dbmaj ['Dbmaj', 0.44, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_p_92.wav Dbmaj ['Dbmaj', 0.58, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_p_63.wav Dbmaj ['Dbmaj', 0.71, {'F', 'Ab', 'Db'}, 'Db']
piano_4_Df_j_p_77.wav Dbmaj ['Dbmaj', 0.81, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_p_45.wav Dbmaj ['Dbmaj', 0.18, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_p_51.wav Dbmaj ['Dbmaj', 0.45, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_p_88.wav Dbmaj ['Dbmaj', 0.25, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_p_79.wav Dbmaj ['Dbmaj', 0.38, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_95.wav Dbmaj ['Dbmaj', 0.77, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_f_67.wav Dbmaj ['Dbmaj', 0.41, {'F', 'Ab', 'Db'}, 'Db']
piano_4_Df_j_f_73.wav Dbmaj ['Dbmaj', 0.32, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_81.wav Dbmaj ['Dbmaj', 0.75, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_f_82.wav Dbmaj ['Dbmaj', 0.23, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_f_96.wav Dbmaj ['Dbmaj', 0.22, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_56.wav Dbmaj ['Dbmaj', 0.8, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_f_69.wav Dbmaj ['Dbmaj', 0.61, {'F', 'Ab', 'Db'}, 'Ab']
piano_3_Df_j_m_42.wav Dbmaj ['Dbmaj', 0.75, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_f_98.wav Dbmaj ['Dbmaj', 0.62, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_f_41.wav Dbmaj ['Dbmaj', 0.38, {'F', 'Ab', 'Db'}, 'Ab']
piano_5_Df_j_f_55.wav Dbmaj ['Dbmaj', 0.3, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_f_43.wav Dbmaj ['Dbmaj', 0.27, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_68.wav Dbmaj ['Dbmaj', 0.81, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_f_57.wav Dbmaj ['Dbmaj', 0.18, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_54.wav Dbmaj ['Dbmaj', 0.77, {'F', 'Ab', 'Db'}, '']
piano_3_Df_j_m_40.wav Dbmaj ['Dbmaj', 0.78, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_f_59.wav Dbmaj ['Dbmaj', 0.6, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_f_80.wav Dbmaj ['Dbmaj', 0.18, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_f_94.wav Dbmaj ['Dbmaj', 0.27, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_f_65.wav Dbmaj ['Dbmaj', 0.25, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_97.wav Dbmaj ['Dbmaj', 0.77, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_m_83.wav Dbmaj ['Dbmaj', 0.82, {'F', 'Ab', 'Db'}, '']
piano_4_Df_j_f_71.wav Dbmaj ['F', 0.57, {'F', 'Ab', 'A'}, 'F']
piano_5_Df_j_p_47.wav Dbmaj ['Dbmaj', 0.5, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_p_53.wav Dbmaj ['Dbmaj', 0.51, {'F', 'Ab', 'Db'}, 'Ab']
piano_4_Df_j_p_61.wav Dbmaj ['Dbmaj', 0.91, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_p_75.wav Dbmaj ['Dbmaj', 0.21, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_p_84.wav Dbmaj ['Dbmaj', 0.4, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_p_90.wav Dbmaj ['Dbmaj', 0.57, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_p_49.wav Dbmaj ['Dbmaj', 0.57, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_p_71.wav Dbmaj ['Dbmaj', 0.41, {'F', 'Ab', 'Db'}, 'Db']
piano_3_Df_j_p_65.wav Dbmaj ['Dbmaj', 0.59, {'F', 'Ab', 'Db'}, 'Db']
piano_3_Df_j_p_59.wav Dbmaj ['Dbmaj', 0.38, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_m_62.wav Dbmaj ['Dbmaj', 0.38, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_49.wav Dbmaj ['Dbmaj', 0.61, {'F', 'Ab', 'Db'}, 'Db']
piano_5_Df_j_m_76.wav Dbmaj ['Dbmaj', 0.41, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_87.wav Dbmaj ['Dbmaj', 0.55, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_75.wav Dbmaj ['Fmin', 0.73, {'F', 'C', 'Ab'}, 'F']
piano_3_Df_j_f_61.wav Dbmaj ['Fmin', 0.73, {'F', 'C', 'Ab'}, 'Ab']
piano_4_Df_j_m_93.wav Dbmaj ['Dbmaj', 0.73, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_78.wav Dbmaj ['Dbmaj', 0.97, {'F', 'Ab', 'Db'}, '']
piano_4_Df_j_m_44.wav Dbmaj ['Dbmaj', 0.56, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_89.wav Dbmaj ['Dbmaj', 0.34, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_50.wav Dbmaj ['Dbmaj', 0.53, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_51.wav Dbmaj ['Dbmaj', 0.21, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_88.wav Dbmaj ['Dbmaj', 0.39, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_45.wav Dbmaj ['Dbmaj', 0.42, {'F', 'Ab', 'Db'}, 'F']
piano_4_Df_j_m_79.wav Dbmaj ['Dbmaj', 0.59, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_60.wav Dbmaj ['Fmin', 0.57, {'F', 'C', 'Ab'}, 'F']
piano_4_Df_j_m_92.wav Dbmaj ['Dbmaj', 0.72, {'F', 'Ab', 'Db'}, 'Db']
piano_4_Df_j_m_86.wav Dbmaj ['Dbmaj', 0.55, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_74.wav Dbmaj ['Fmin', 0.68, {'F', 'C', 'Ab'}, 'F']
piano_5_Df_j_m_77.wav Dbmaj ['Dbmaj', 0.4, {'F', 'Ab', 'Db'}, 'F']
piano_5_Df_j_m_63.wav Dbmaj ['Dbmaj', 0.38, {'F', 'Ab', 'Db'}, 'F']
piano_3_Df_j_f_48.wav Dbmaj ['Db', 0.56, {'F', 'C', 'Db'}, 'Db']
piano_3_Df_j_p_58.wav Dbmaj ['Dbmaj', 0.61, {'F', 'Ab', 'Db'}, 'F']
