aPTD DimAug dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_3_Af_d_f_46.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_4_Df_d_m_57.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_65.wav Dbdim ['Dbdim', 0.85, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_71.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_72.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_m_59.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_80.wav Dbdim ['Dbdim', 0.3, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_94.wav Dbdim ['Dbdim', 0.27, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_f_66.wav Dbdim ['Dbdim', 0.78, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_p_89.wav Dbdim ['Dbdim', 0.75, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_76.wav Dbdim ['Dbdim', 0.8, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_62.wav Dbdim ['Dbdim', 0.77, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_47.wav Dbdim ['Dbdim', 0.73, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_53.wav Dbdim ['Dbdim', 0.74, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_84.wav Dbdim ['Dbdim', 0.82, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_p_90.wav Dbdim ['Dbdim', 0.73, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_54.wav Dbdim ['Dbdim', 0.28, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_m_99.wav Dbdim ['Dbdim', 0.1, {'D', 'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_40.wav Dbdim ['Dbdim', 0.34, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_43.wav Dbdim ['Emin', 0.42, {'E', 'B', 'G'}, 'E']
piano_5_Df_d_m_68.wav Dbdim ['Dbdim', 0.38, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_57.wav Dbdim ['Dbdim', 0.89, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_97.wav Dbdim ['Dbdim', 0.6, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_m_83.wav Dbdim ['Dbdim', 0.23, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_f_80.wav Dbdim ['Dbdim', 0.76, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_m_72.wav Dbdim ['E', 0.21, {'D', 'E', 'Db'}, 'E']
piano_4_Df_d_m_66.wav Dbdim ['E', 0.22, {'D', 'E', 'Db'}, 'E']
piano_3_Df_d_f_94.wav Dbdim ['Dbdim', 0.74, {'E', 'Db', 'G'}, 'G']
piano_5_Df_d_f_75.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_61.wav Dbdim ['Dbdim', 0.25, {'E', 'Db', 'G'}, 'G']
piano_3_Df_d_m_62.wav Dbdim ['Dbdim', 0.79, {'E', 'Db', 'G'}, 'E']
piano_5_Df_d_f_49.wav Dbdim ['Dbdim', 0.21, {'E', 'Db', 'G'}, 'G']
piano_4_Df_d_f_90.wav Dbdim ['Dbdim', 0.24, {'E', 'Db', 'G'}, 'E']
piano_4_Df_d_f_84.wav Dbdim ['Dbdim', 0.29, {'E', 'Db', 'G'}, 'E']
piano_3_Df_d_m_76.wav Dbdim ['Dbdim', 0.86, {'E', 'Db', 'G'}, 'E']
piano_4_Dn_d_p_86.wav Ddim ['Ddim', 0.2, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_92.wav Ddim ['Ddim', 0.4, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_63.wav Ddim ['Ddim', 0.63, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_77.wav Ddim ['Ddim', 0.4, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_69.wav Ddim ['Ddim', 0.8, {'D', 'F', 'Ab'}, 'D']
piano_5_Dn_d_f_98.wav Ddim ['Ddim', 0.39, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_41.wav Ddim ['Ab', 0.33, {'A', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_55.wav Ddim ['F', 0.57, {'Eb', 'F', 'Ab'}, 'F']
piano_5_Dn_d_f_67.wav Ddim ['Ddim', 0.64, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_73.wav Ddim ['Ddim', 0.35, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_m_58.wav Ddim ['Ddim', 0.83, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_70.wav Ddim ['Ddim', 0.8, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_82.wav Ddim ['Dmin', 0.2, {'D', 'A', 'F'}, 'F']
piano_4_Dn_d_f_96.wav Ddim ['F', 0.43, {'D', 'Eb', 'F'}, 'F']
piano_3_Dn_d_m_64.wav Ddim ['Ddim', 0.86, {'D', 'F', 'Ab'}, '']
piano_4_Dn_d_f_97.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_m_65.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_71.wav Ddim ['Ddim', 0.67, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_83.wav Ddim ['Ddim', 0.41, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_72.wav Ddim ['Ddim', 0.24, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_59.wav Ddim ['Ddim', 0.8, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_66.wav Ddim ['Ddim', 0.17, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_54.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_40.wav Ddim ['D', 0.8, {'D', 'Eb', 'F'}, 'D']
piano_5_Dn_d_f_99.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_68.wav Ddim ['Ddim', 0.58, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_76.wav Ddim ['Ddim', 0.52, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_62.wav Ddim ['Ddim', 0.47, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_93.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_87.wav Ddim ['Ab', 0.28, {'Eb', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_78.wav Ddim ['Ddim', 0.33, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_89.wav Ddim ['Ddim', 0.26, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_50.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_44.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_68.wav Ddim ['Ddim', 0.96, {'D', 'F', 'Ab'}, '']
piano_3_Dn_d_p_40.wav Ddim ['Ddim', 0.86, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_54.wav Ddim ['Ddim', 0.93, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_83.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_97.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, '']
piano_3_Dn_d_f_44.wav Ddim ['Ddim', 0.87, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_50.wav Ddim ['Ddim', 0.79, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_53.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_78.wav Ddim ['Ddim', 0.72, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_47.wav Ddim ['Ddim', 0.48, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_m_75.wav Ddim ['D', 0.59, {'D', 'Eb', 'F'}, 'D']
piano_3_Dn_d_f_87.wav Ddim ['Ddim', 0.88, {'D', 'F', 'Ab'}, 'D']
piano_3_Dn_d_f_93.wav Ddim ['Fmin', 0.56, {'C', 'F', 'Ab'}, '']
piano_4_Dn_d_m_61.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_90.wav Ddim ['Ddim', 0.35, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_49.wav Ddim ['Ddim', 0.11, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_84.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_92.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_86.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_85.wav Ddim ['Ddim', 0.83, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_77.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_m_63.wav Ddim ['Ddim', 0.3, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_91.wav Ddim ['Ddim', 0.61, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_51.wav Ddim ['Ddim', 0.32, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_88.wav Ddim ['F', 0.23, {'D', 'Eb', 'F'}, 'F']
piano_5_Dn_d_m_45.wav Ddim ['Ddim', 0.48, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_46.wav Ddim ['Ddim', 0.75, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_79.wav Ddim ['Ddim', 0.27, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_52.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_p_81.wav Ddim ['Ddim', 0.79, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_95.wav Ddim ['Ddim', 0.88, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_42.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_56.wav Ddim ['Ddim', 0.91, {'D', 'F', 'Ab'}, 'D']
piano_4_Dn_d_p_52.wav Ddim ['Ddim', 0.4, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_46.wav Ddim ['Ddim', 0.2, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_48.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_91.wav Ddim ['Ddim', 0.24, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_85.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_74.wav Ddim ['Ddim', 0.44, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_60.wav Ddim ['Ddim', 0.5, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_98.wav Ddim ['Ddim', 0.83, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_56.wav Ddim ['F', 0.43, {'D', 'Eb', 'F'}, 'F']
piano_4_Dn_d_f_42.wav Ddim ['Dmin', 0.2, {'D', 'A', 'F'}, 'F']
piano_5_Dn_d_f_70.wav Ddim ['Ddim', 0.47, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_f_64.wav Ddim ['Ddim', 0.17, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_67.wav Ddim ['Ddim', 0.94, {'D', 'F', 'Ab'}, 'D']
piano_4_Dn_d_f_95.wav Ddim ['F', 0.57, {'Eb', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_81.wav Ddim ['Ab', 0.33, {'A', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_58.wav Ddim ['Ddim', 0.39, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_73.wav Ddim ['Ddim', 0.63, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_59.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_80.wav Ddim ['D', 0.8, {'D', 'Eb', 'F'}, 'D']
piano_3_Dn_d_m_72.wav Ddim ['Ddim', 0.82, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_66.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_94.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_f_65.wav Ddim ['Ddim', 0.3, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_71.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_43.wav Ddim ['Ddim', 0.41, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_57.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_m_99.wav Ddim ['Ddim', 0.8, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_61.wav Ddim ['Ddim', 0.4, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_75.wav Ddim ['Ddim', 0.37, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_84.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_90.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_49.wav Ddim ['Ddim', 0.26, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_47.wav Ddim ['Ab', 0.28, {'Eb', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_53.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_57.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, '']
piano_3_Dn_d_p_43.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_94.wav Ddim ['Ddim', 0.93, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_80.wav Ddim ['Ddim', 0.86, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_78.wav Ddim ['Ddim', 0.36, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_53.wav Ddim ['Fmin', 0.56, {'C', 'F', 'Ab'}, '']
piano_3_Dn_d_f_47.wav Ddim ['Ddim', 0.88, {'D', 'F', 'Ab'}, 'D']
piano_5_Dn_d_m_44.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_89.wav Ddim ['Ddim', 0.11, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_50.wav Ddim ['Ddim', 0.35, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_62.wav Ddim ['F', 0.22, {'D', 'Eb', 'F'}, 'F']
piano_3_Dn_d_f_90.wav Ddim ['Ddim', 0.79, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_84.wav Ddim ['Ddim', 0.87, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_76.wav Ddim ['F', 0.22, {'D', 'Eb', 'F'}, 'F']
piano_5_Dn_d_m_87.wav Ddim ['Ddim', 0.48, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_93.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_72.wav Ddim ['F', 0.22, {'D', 'Eb', 'F'}, 'F']
piano_3_Dn_d_f_80.wav Ddim ['Ddim', 0.79, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_94.wav Ddim ['Ddim', 0.87, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_66.wav Ddim ['F', 0.22, {'D', 'Eb', 'F'}, 'F']
piano_5_Dn_d_m_97.wav Ddim ['Ddim', 0.48, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_83.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_68.wav Ddim ['Ddim', 0.36, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_43.wav Ddim ['Fmin', 0.56, {'C', 'F', 'Ab'}, '']
piano_3_Dn_d_f_57.wav Ddim ['Ddim', 0.88, {'D', 'F', 'Ab'}, 'D']
piano_5_Dn_d_m_54.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_99.wav Ddim ['Ddim', 0.11, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_40.wav Ddim ['Ddim', 0.35, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_p_84.wav Ddim ['Ddim', 0.93, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_90.wav Ddim ['Ddim', 0.86, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_47.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, '']
piano_3_Dn_d_p_53.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_57.wav Ddim ['Ab', 0.28, {'Eb', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_43.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_71.wav Ddim ['Ddim', 0.4, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_65.wav Ddim ['Ddim', 0.37, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_94.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_80.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_59.wav Ddim ['Ddim', 0.26, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_53.wav Ddim ['Ddim', 0.41, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_47.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_m_89.wav Ddim ['Ddim', 0.8, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_49.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_90.wav Ddim ['D', 0.8, {'D', 'Eb', 'F'}, 'D']
piano_3_Dn_d_m_62.wav Ddim ['Ddim', 0.82, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_76.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_84.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_f_75.wav Ddim ['Ddim', 0.3, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_61.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_60.wav Ddim ['Ddim', 0.47, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_f_74.wav Ddim ['Ddim', 0.17, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_77.wav Ddim ['Ddim', 0.94, {'D', 'F', 'Ab'}, 'D']
piano_4_Dn_d_f_85.wav Ddim ['F', 0.57, {'Eb', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_91.wav Ddim ['Ab', 0.33, {'A', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_48.wav Ddim ['Ddim', 0.39, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_63.wav Ddim ['Ddim', 0.63, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_88.wav Ddim ['Ddim', 0.83, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_46.wav Ddim ['F', 0.43, {'D', 'Eb', 'F'}, 'F']
piano_4_Dn_d_f_52.wav Ddim ['Dmin', 0.2, {'D', 'A', 'F'}, 'F']
piano_5_Dn_d_p_58.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_81.wav Ddim ['Ddim', 0.24, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_95.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_64.wav Ddim ['Ddim', 0.44, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_70.wav Ddim ['Ddim', 0.5, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_42.wav Ddim ['Ddim', 0.4, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_56.wav Ddim ['Ddim', 0.2, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_52.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_46.wav Ddim ['Ddim', 0.91, {'D', 'F', 'Ab'}, 'D']
piano_3_Dn_d_p_91.wav Ddim ['Ddim', 0.79, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_85.wav Ddim ['Ddim', 0.88, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_41.wav Ddim ['Ddim', 0.32, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_98.wav Ddim ['F', 0.23, {'D', 'Eb', 'F'}, 'F']
piano_5_Dn_d_m_55.wav Ddim ['Ddim', 0.48, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_56.wav Ddim ['Ddim', 0.75, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_69.wav Ddim ['Ddim', 0.27, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_42.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_82.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_96.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_95.wav Ddim ['Ddim', 0.83, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_67.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_m_73.wav Ddim ['Ddim', 0.3, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_f_81.wav Ddim ['Ddim', 0.61, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_65.wav Ddim ['D', 0.59, {'D', 'Eb', 'F'}, 'D']
piano_3_Dn_d_f_97.wav Ddim ['Ddim', 0.88, {'D', 'F', 'Ab'}, 'D']
piano_3_Dn_d_f_83.wav Ddim ['Fmin', 0.56, {'C', 'F', 'Ab'}, '']
piano_4_Dn_d_m_71.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_80.wav Ddim ['Ddim', 0.35, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_m_59.wav Ddim ['Ddim', 0.11, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_94.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_54.wav Ddim ['Ddim', 0.87, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_40.wav Ddim ['Ddim', 0.79, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_m_43.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_f_68.wav Ddim ['Ddim', 0.72, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_m_57.wav Ddim ['Ddim', 0.48, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_93.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_87.wav Ddim ['Ddim', 0.89, {'D', 'F', 'Ab'}, '']
piano_3_Dn_d_p_78.wav Ddim ['Ddim', 0.96, {'D', 'F', 'Ab'}, '']
piano_3_Dn_d_p_50.wav Ddim ['Ddim', 0.86, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_p_44.wav Ddim ['Ddim', 0.93, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_68.wav Ddim ['Ddim', 0.33, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_99.wav Ddim ['Ddim', 0.26, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_40.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_54.wav Ddim ['Ddim', 0.28, {'D', 'F', 'Ab'}, 'F']
piano_5_Dn_d_p_66.wav Ddim ['Ddim', 0.52, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_p_72.wav Ddim ['Ddim', 0.47, {'D', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_p_83.wav Ddim ['Ddim', 0.29, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_p_97.wav Ddim ['Ab', 0.28, {'Eb', 'F', 'Ab'}, 'Ab']
piano_4_Dn_d_f_44.wav Ddim ['Ddim', 0.31, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_50.wav Ddim ['D', 0.8, {'D', 'Eb', 'F'}, 'D']
piano_5_Dn_d_f_89.wav Ddim ['Ddim', 0.38, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_78.wav Ddim ['Ddim', 0.58, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_87.wav Ddim ['Ddim', 0.25, {'D', 'F', 'Ab'}, 'F']
piano_3_Dn_d_m_75.wav Ddim ['Ddim', 0.77, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_61.wav Ddim ['Ddim', 0.67, {'D', 'F', 'Ab'}, 'F']
piano_4_Dn_d_f_93.wav Ddim ['Ddim', 0.41, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_62.wav Ddim ['Ddim', 0.24, {'D', 'F', 'Ab'}, 'Ab']
piano_3_Dn_d_m_49.wav Ddim ['Ddim', 0.8, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_76.wav Ddim ['Ddim', 0.17, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_77.wav Ddim ['Ddim', 0.64, {'D', 'F', 'Ab'}, 'Ab']
piano_5_Dn_d_f_63.wav Ddim ['Ddim', 0.35, {'D', 'F', 'Ab'}, 'F']
